Date,PV Output/Generated Energy (kWh/kWp)
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/11/2020,3.336154494
1/12/2020,3.2378099
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/12/2020,3.242352984
1/13/2020,3.826636953
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/13/2020,3.832175946
1/14/2020,3.737362498
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/14/2020,3.742931362
1/15/2020,3.475765006
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/15/2020,3.481085642
1/16/2020,2.912865718
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/16/2020,2.917437797
1/17/2020,4.431610901
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/17/2020,4.438730285
1/18/2020,3.253190442
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/18/2020,3.258530181
1/19/2020,3.898509258
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/19/2020,3.905036231
1/20/2020,2.813618456
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/20/2020,2.818415587
1/21/2020,3.341098542
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/21/2020,3.346890604
1/22/2020,3.4122941
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/22/2020,3.418299809
1/23/2020,3.002001812
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/23/2020,3.007358149
1/24/2020,3.910982992
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/24/2020,3.918047208
1/25/2020,3.841349266
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/25/2020,3.848363494
1/26/2020,4.673140654
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/26/2020,4.681755207
1/27/2020,3.084264191
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/27/2020,3.089996429
1/28/2020,2.706719747
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/28/2020,2.711784931
1/29/2020,3.144653446
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/29/2020,3.150571004
1/30/2020,2.479096192
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/30/2020,2.483781368
1/31/2020,3.555500891
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
1/31/2020,3.562240681
2/1/2020,2.793231342
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/1/2020,2.798535536
2/2/2020,3.309500461
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/2/2020,3.315788255
2/3/2020,3.578236273
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/3/2020,3.585029649
2/4/2020,4.933941323
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/4/2020,4.943289966
2/5/2020,4.554309439
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/5/2020,4.562910869
2/6/2020,3.684192547
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/6/2020,3.69111941
2/7/2020,4.406803759
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/7/2020,4.415041579
2/8/2020,3.613951113
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/8/2020,3.620659336
2/9/2020,2.971680938
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/9/2020,2.977151083
2/10/2020,2.825461382
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/10/2020,2.830612283
2/11/2020,2.584664742
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/11/2020,2.589325
2/12/2020,2.850767716
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/12/2020,2.855844415
2/13/2020,3.567944699
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/13/2020,3.574211394
2/14/2020,2.466418714
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
2/14/2020,2.470685078
